Timestamp (s),Engine RPM,Vehicle Speed (km/h),Coolant Temp (°C),Throttle Position (%),Engine Load (%),Intake Air Temp (°C),MAF Air Flow (g/s)
4437,600,0,105,3,19,24,3.1
4438,600,0,105,6,12,60,23.4
4439,600,0,105,8,14,26,15.0
4440,600,0,105,6,19,32,43.1
4441,600,0,105,1,15,45,20.7
4442,600,0,105,3,13,53,10.7
4443,600,0,105,7,19,38,43.9
4444,600,0,105,5,19,41,5.1
4445,600,0,105,0,15,32,22.7
4446,600,0,105,1,15,29,30.6
4447,600,0,105,5,14,46,40.7
4448,600,0,105,8,14,45,26.9
4449,600,0,105,0,16,53,31.7
4450,600,0,105,3,13,39,26.4
4451,600,0,105,5,19,41,29.0
4452,600,0,105,1,16,44,2.0
4453,600,0,105,8,14,25,33.2
4454,600,0,105,5,20,26,48.1
4455,600,0,105,6,12,50,29.5
4456,600,0,105,9,19,22,30.2
4457,600,0,105,5,19,35,40.7
4458,600,0,105,9,13,57,2.0
4459,600,0,105,0,19,34,45.7
4460,600,0,105,8,18,50,11.1
4461,600,0,105,6,12,37,28.3
4462,600,0,105,2,16,50,34.9
4463,600,0,105,9,20,20,49.0
4464,600,0,105,3,12,26,49.6
4465,600,0,105,4,20,32,49.7
4466,600,0,105,0,11,29,43.5
4467,600,0,105,5,12,25,28.1
4468,600,0,105,0,14,37,28.8
4469,600,0,105,7,18,26,38.9
4470,600,0,105,1,12,53,44.0
4471,600,0,105,7,20,43,9.7
4472,600,0,105,3,20,47,37.6
4473,600,0,105,6,10,24,30.6
4474,600,0,105,4,19,46,48.2
4475,600,0,105,0,19,43,11.3
4476,600,0,105,3,13,58,28.0
4477,600,0,105,2,13,31,15.6
4478,600,0,105,3,20,48,16.5
4479,600,0,105,2,13,28,4.4
4480,600,0,105,1,17,55,37.6
4481,600,0,105,10,20,51,32.6
4482,600,0,105,7,14,35,10.0
4483,600,0,105,7,17,60,2.7
4484,600,0,105,0,14,47,28.7
4485,600,0,105,0,12,27,45.6
4486,600,0,105,8,17,53,5.5
4487,600,0,105,5,10,34,27.8
4488,600,0,105,3,18,22,7.9
4489,600,0,105,9,17,43,8.0
4490,600,0,105,1,20,34,44.5
4491,600,0,105,2,15,42,41.8
4492,600,0,105,2,10,25,22.9
4493,600,0,105,1,20,20,12.3
4494,600,0,105,0,17,40,27.7
4495,600,0,105,4,18,27,33.6
4496,600,0,105,3,13,55,19.8
4497,600,0,105,10,13,27,9.3
4498,600,0,105,0,10,22,8.6
4499,600,0,105,4,16,21,31.4
4500,600,0,105,8,15,40,24.1
4501,600,0,105,10,17,46,5.0
4502,600,0,105,2,17,55,28.4
4503,600,0,105,0,18,50,34.7
4504,600,0,105,1,17,46,34.2
4505,600,0,105,10,20,36,30.6
4506,600,0,105,10,18,22,18.3
4507,600,0,105,5,10,27,44.7
4508,600,0,105,5,15,48,5.5
4509,600,0,105,0,12,48,7.6
4510,600,0,105,5,18,56,5.3
4511,600,0,105,6,13,52,32.8
4512,600,0,105,1,12,31,18.6
4513,600,0,105,0,14,21,10.7
4514,600,0,105,10,20,53,13.3
4515,600,0,105,8,18,49,40.8
4516,600,0,105,5,20,29,44.1
4517,600,0,105,5,13,37,9.6
4518,600,0,105,7,14,43,25.9
4519,600,0,105,9,14,28,26.4
4520,600,0,105,0,16,35,47.0
4521,600,0,105,7,10,29,40.7
4522,600,0,105,5,14,40,5.6
4523,600,0,105,10,10,58,37.1
4524,600,0,105,4,10,21,34.7
4525,600,0,105,9,15,37,16.0
4526,600,0,105,1,14,60,25.3
4527,600,0,105,8,10,40,36.4
4528,600,0,105,4,19,40,46.9
4529,600,0,105,6,15,30,34.8
4530,600,0,105,1,18,25,29.0
4531,600,0,105,5,13,52,37.3
4532,600,0,105,9,17,51,5.3
4533,600,0,105,3,14,45,25.8
4534,600,0,105,2,18,50,43.7
4535,600,0,105,1,20,58,16.5
4536,600,0,105,1,18,32,7.4
4537,600,0,105,5,17,22,6.1
4538,600,0,105,8,10,25,32.5
4539,600,0,105,0,17,51,17.3
4540,600,0,105,0,13,46,19.8
4541,600,0,105,5,13,49,17.6
4542,600,0,105,0,13,30,25.1
4543,600,0,105,7,17,32,38.2
4544,600,0,105,8,13,50,21.1
4545,600,0,105,2,11,25,17.4
4546,600,0,105,2,19,31,17.3
4547,600,0,105,10,16,20,25.2
4548,600,0,105,3,11,46,31.3
4549,600,0,105,1,16,44,44.1
4550,600,0,105,2,18,25,31.9
4551,600,0,105,1,15,23,31.0
4552,600,0,105,1,16,29,45.7
4553,600,0,105,1,12,38,28.3
4554,600,0,105,7,10,60,16.2
4555,600,0,105,0,11,52,40.0
4556,600,0,105,5,17,50,33.3
4557,600,0,105,7,19,58,22.3
4558,600,0,105,6,19,60,45.8
4559,600,0,105,5,11,26,12.9
4560,600,0,105,9,11,54,46.9
4561,600,0,105,3,17,41,8.5
4562,600,0,105,3,17,36,7.7
4563,600,0,105,7,18,24,24.3
4564,600,0,105,0,19,55,40.0
4565,600,0,105,10,17,23,46.3
4566,600,0,105,5,12,40,45.1
4567,600,0,105,0,20,22,35.4
4568,600,0,105,8,14,29,44.7
4569,600,0,105,3,19,56,23.0
4570,600,0,105,4,16,55,2.1
4571,600,0,105,1,16,54,38.0
4572,600,0,105,6,11,20,19.6
4573,600,0,105,6,20,34,44.3
4574,600,0,105,10,12,50,6.9
4575,600,0,105,0,17,38,18.9
4576,600,0,105,1,11,39,9.0
4577,600,0,105,4,16,35,29.3
4578,600,0,105,5,16,47,39.6
4579,600,0,105,6,13,52,16.3
4580,600,0,105,7,18,36,2.2
4581,600,0,105,8,19,26,28.2
4582,600,0,105,9,13,42,21.6
4583,600,0,105,9,12,31,33.2
4584,600,0,105,1,18,41,20.6
4585,600,0,105,8,16,28,6.8
4586,600,0,105,2,10,42,31.9
4587,600,0,105,3,17,47,9.3
4588,600,0,105,9,15,26,6.7
4589,600,0,105,2,19,31,48.2
4590,600,0,105,0,12,22,49.0
4591,600,0,105,10,10,60,15.2
4592,600,0,105,3,16,47,2.1
4593,600,0,105,0,18,41,19.9
4594,600,0,105,7,18,48,27.9
4595,600,0,105,4,11,24,44.8
4596,600,0,105,3,20,21,45.7
4597,600,0,105,8,10,36,27.0
4598,600,0,105,3,15,40,32.7
4599,600,0,105,5,10,24,8.5
4600,600,0,105,6,11,37,30.4
4601,600,0,105,1,10,27,50.0
4602,600,0,105,10,20,53,27.5
4603,600,0,105,8,16,43,25.5
4604,600,0,105,3,14,31,35.8
4605,600,0,105,8,19,28,48.4
4606,600,0,105,10,17,56,35.5
4607,600,0,105,3,17,40,39.6
4608,600,0,105,8,12,53,30.7
4609,600,0,105,9,13,39,19.6
4610,600,0,105,4,16,36,49.3
4611,600,0,105,0,20,29,5.9
4612,600,0,105,10,19,49,9.4
4613,600,0,105,5,15,24,15.9
4614,600,0,105,7,17,40,23.9
4615,600,0,105,9,17,37,35.1
4616,600,0,105,8,16,53,45.7
4617,600,0,105,6,17,20,12.2
4618,600,0,105,7,19,55,25.3
4619,600,0,105,4,18,37,20.1
4620,600,0,105,0,19,54,35.2
4621,600,0,105,6,19,39,22.3
4622,600,0,105,0,11,44,38.0
4623,600,0,105,8,17,40,32.6
4624,600,0,105,4,12,28,23.5
4625,600,0,105,5,14,50,36.7
4626,600,0,105,8,13,23,17.1
4627,600,0,105,10,14,55,18.3
4628,600,0,105,3,16,21,12.9
4629,600,0,105,8,17,27,14.8
4630,600,0,105,1,16,27,25.1
4631,600,0,105,6,16,26,15.2
4632,600,0,105,10,10,22,32.5
4633,600,0,105,8,16,25,47.3
4634,600,0,105,10,10,20,3.8
4635,600,0,105,10,15,49,2.2
4636,600,0,105,7,13,24,10.1
4637,600,0,105,9,11,58,14.7
4638,600,0,105,1,12,35,20.0
4639,600,0,105,0,12,41,9.6
4640,600,0,105,10,15,37,44.9
4641,600,0,105,1,15,60,40.5
4642,600,0,105,0,12,31,20.6
4643,600,0,105,3,15,23,39.2
4644,600,0,105,9,11,43,28.9
4645,600,0,105,0,15,38,36.7
4646,600,0,105,7,19,24,45.8
4647,600,0,105,5,16,46,30.8
4648,600,0,105,10,19,25,44.0
4649,600,0,105,3,14,25,43.9
4650,600,0,105,6,16,41,45.7
4651,600,0,105,6,19,42,49.4
4652,600,0,105,6,10,39,34.9
4653,600,0,105,5,10,44,18.7
4654,600,0,105,1,17,33,13.5
4655,600,0,105,5,17,47,46.2
4656,600,0,105,10,20,47,31.5
4657,600,0,105,2,20,57,36.0
4658,600,0,105,0,16,47,7.4
4659,600,0,105,3,14,57,6.8
4660,600,0,105,1,15,49,49.5
4661,600,0,105,7,17,23,40.4
4662,600,0,105,4,17,28,24.5
4663,600,0,105,1,18,45,21.7
4664,600,0,105,4,19,51,32.6
4665,600,0,105,3,18,38,31.5
4666,600,0,105,8,18,47,6.8
4667,600,0,105,7,11,54,18.1
4668,600,0,105,6,11,20,41.0
4669,600,0,105,0,10,56,5.6
4670,600,0,105,6,19,47,35.3
4671,600,0,105,0,10,43,34.7
4672,600,0,105,4,12,26,23.1
4673,600,0,105,7,14,44,27.1
4674,600,0,105,2,18,45,20.1
4675,600,0,105,2,10,45,19.1
4676,600,0,105,0,15,48,22.3
4677,600,0,105,6,15,30,7.5
4678,600,0,105,3,10,45,43.4
4679,600,0,105,1,13,44,2.2
4680,600,0,105,0,17,23,21.7
4681,600,0,105,10,18,49,10.7
4682,600,0,105,7,16,38,28.8
4683,600,0,105,8,16,24,46.6
4684,600,0,105,5,11,35,18.8
4685,600,0,105,7,10,43,30.7
4686,600,0,105,0,20,36,42.7
4687,600,0,105,8,12,47,20.9
4688,600,0,105,6,16,26,29.8
4689,600,0,105,10,15,58,5.7
4690,600,0,105,10,11,25,43.4
4691,600,0,105,8,19,56,15.3
4692,600,0,105,3,15,47,23.0
4693,600,0,105,4,16,20,14.6
4694,600,0,105,2,14,42,43.8
4695,600,0,105,9,11,28,11.3
4696,600,0,105,5,14,51,38.2
4697,600,0,105,1,18,45,38.9
4698,600,0,105,0,10,39,14.3
4699,600,0,105,1,15,60,48.4
4700,600,0,105,0,18,27,32.7
4701,600,0,105,7,20,29,25.2
4702,600,0,105,10,15,45,47.7
4703,600,0,105,1,15,60,37.2
4704,600,0,105,8,15,60,8.4
4705,600,0,105,7,12,60,5.8
4706,600,0,105,6,16,43,11.3
4707,600,0,105,7,18,57,8.7
4708,600,0,105,5,10,48,49.7
4709,600,0,105,8,19,25,8.4
4710,600,0,105,6,17,21,42.8
4711,600,0,105,0,12,36,18.3
4712,600,0,105,1,12,56,29.8
4713,600,0,105,3,13,24,17.7
4714,600,0,105,3,11,52,9.4
4715,600,0,105,5,20,25,39.6
4716,600,0,105,6,18,32,15.9
4717,600,0,105,8,14,43,10.2
4718,600,0,105,0,17,53,16.6
4719,600,0,105,8,11,53,29.4
4720,600,0,105,7,13,26,6.2
4721,600,0,105,6,18,57,23.3
4722,600,0,105,0,12,47,24.9
4723,600,0,105,3,15,31,8.9
4724,600,0,105,6,20,42,19.0
4725,600,0,105,2,10,25,15.1
4726,600,0,105,3,18,21,25.9
4727,600,0,105,1,10,47,35.3
4728,600,0,105,9,18,51,38.6
4729,600,0,105,3,18,37,11.9
4730,600,0,105,7,14,33,37.4
4731,600,0,105,0,20,21,32.0
4732,600,0,105,4,16,49,6.5
4733,600,0,105,7,10,53,13.2
4734,600,0,105,10,19,38,21.8
4735,600,0,105,1,18,42,11.0
4736,600,0,105,3,17,49,48.9
4737,600,0,105,1,15,27,35.8
4738,600,0,105,3,10,60,38.9
4739,600,0,105,1,20,28,14.4
4740,600,0,105,6,16,39,29.5
4741,600,0,105,9,20,52,39.7
4742,600,0,105,2,10,25,34.0
4743,600,0,105,9,15,42,49.3
4744,600,0,105,3,18,32,38.0
4745,600,0,105,4,11,29,10.6
4746,600,0,105,2,14,21,48.4
4747,600,0,105,6,19,48,14.2
4748,600,0,105,9,17,29,36.8
4749,600,0,105,1,16,38,15.0
4750,600,0,105,4,20,20,28.7
4751,600,0,105,0,13,20,42.1
4752,600,0,105,0,14,43,26.8
4753,600,0,105,3,14,20,2.1
4754,600,0,105,2,20,29,43.8
4755,600,0,105,2,18,49,3.2
4756,600,0,105,5,19,53,44.2
4757,600,0,105,7,11,50,38.4
4758,600,0,105,10,17,53,12.0
4759,600,0,105,5,16,28,43.8
4760,600,0,105,4,18,44,7.3
4761,600,0,105,3,10,41,39.4
4762,600,0,105,9,10,52,36.2
4763,600,0,105,5,11,31,2.1
4764,600,0,105,2,18,41,44.9
4765,600,0,105,4,18,22,6.9
4766,600,0,105,4,16,31,44.1
4767,600,0,105,5,14,53,33.9
4768,600,0,105,8,17,32,10.2
4769,600,0,105,2,10,36,49.6
4770,600,0,105,1,16,37,48.4
4771,600,0,105,5,20,30,3.6
4772,600,0,105,4,16,37,25.5
4773,600,0,105,8,19,23,15.1
4774,600,0,105,8,17,36,6.6
4775,600,0,105,3,14,60,8.5
4776,600,0,105,7,20,60,34.9
4777,600,0,105,4,12,22,14.4
4778,600,0,105,4,13,32,20.8
4779,600,0,105,6,16,59,7.0
4780,600,0,105,7,15,37,19.1
4781,600,0,105,1,13,26,18.4
4782,600,0,105,8,10,32,20.5
4783,600,0,105,8,19,48,30.9
4784,600,0,105,4,13,20,2.4
4785,600,0,105,4,20,36,28.6
4786,600,0,105,8,10,29,20.1
4787,600,0,105,10,19,41,36.6
4788,600,0,105,3,11,29,41.8
4789,600,0,105,6,17,40,34.9
4790,600,0,105,4,18,24,15.3
4791,600,0,105,10,15,22,34.3
4792,600,0,105,5,17,21,11.5
4793,600,0,105,3,18,29,11.8
4794,600,0,105,2,18,47,8.8
4795,600,0,105,1,17,23,43.4
4796,600,0,105,3,17,56,34.4
4797,600,0,105,0,19,42,27.3
4798,600,0,105,4,14,28,17.2
4799,600,0,105,0,17,21,43.4
4800,600,0,105,9,19,34,41.1
4801,600,0,105,0,11,34,35.1
4802,600,0,105,10,14,40,25.5
4803,600,0,105,2,15,23,17.4
4804,600,0,105,10,10,25,13.6
4805,600,0,105,3,10,33,37.3
4806,600,0,105,1,19,49,10.0
4807,600,0,105,1,16,51,13.5
4808,600,0,105,10,14,56,5.4
4809,600,0,105,10,19,29,46.0
4810,600,0,105,2,13,60,48.2
4811,600,0,105,1,18,30,24.6
4812,600,0,105,9,12,23,33.4
4813,600,0,105,0,13,35,4.0
4814,600,0,105,9,17,38,49.4
4815,600,0,105,3,10,20,19.8
4816,600,0,105,3,15,53,46.5
4817,600,0,105,8,16,56,9.9
4818,600,0,105,0,10,43,41.2
4819,600,0,105,6,18,30,31.6
4820,600,0,105,0,14,37,45.8
4821,600,0,105,10,19,59,17.8
4822,600,0,105,6,11,47,37.1
4823,600,0,105,9,17,36,40.9
4824,600,0,105,8,20,30,21.9
4825,600,0,105,2,10,45,41.6
4826,600,0,105,3,14,31,27.1
4827,600,0,105,2,13,58,14.6
4828,600,0,105,6,18,59,10.2
4829,600,0,105,4,20,48,12.3
4830,600,0,105,7,20,47,37.4
4831,600,0,105,5,14,48,13.7
4832,600,0,105,9,13,53,17.5
4833,600,0,105,9,10,39,15.1
4834,600,0,105,3,20,30,25.5
4835,600,0,105,3,20,27,27.5
4836,600,0,105,9,19,50,6.9
4837,600,0,105,1,10,57,5.0
4838,600,0,105,9,17,60,8.5
4839,600,0,105,2,15,40,23.0
4840,600,0,105,4,19,48,28.1
4841,600,0,105,4,13,27,25.4
4842,600,0,105,7,15,30,24.5
4843,600,0,105,0,11,26,10.9
4844,600,0,105,1,18,51,8.9
4845,600,0,105,1,12,55,44.9
4846,600,0,105,8,16,27,10.2
4847,600,0,105,5,16,30,49.4
4848,600,0,105,1,12,27,43.9
4849,600,0,105,1,15,60,42.8
4850,600,0,105,7,14,21,8.3
4851,600,0,105,6,14,59,20.1
4852,600,0,105,9,12,45,4.5
4853,600,0,105,3,11,25,39.8
4854,600,0,105,9,18,22,31.0
4855,600,0,105,10,12,21,20.8
4856,600,0,105,7,16,22,13.5
4857,600,0,105,6,20,43,9.7
4858,600,0,105,10,14,31,30.4
4859,600,0,105,10,20,46,43.2
4860,600,0,105,2,13,25,36.0
4861,600,0,105,0,11,38,23.6
4862,600,0,105,5,15,54,2.8
4863,600,0,105,2,14,60,4.3
4864,600,0,105,6,10,51,44.5
4865,600,0,105,8,16,57,8.8
4866,600,0,105,3,15,27,15.2
4867,600,0,105,1,14,57,32.4
4868,600,0,105,6,18,57,3.0
4869,600,0,105,5,15,56,26.9
4870,600,0,105,10,16,34,24.6
4871,600,0,105,1,15,39,23.7
4872,600,0,105,3,13,60,39.0
4873,600,0,105,10,18,24,42.0
4874,600,0,105,9,17,52,4.8
4875,600,0,105,6,19,35,15.5
4876,600,0,105,7,17,43,35.7
4877,600,0,105,2,20,50,20.4
4878,600,0,105,7,13,42,18.0
4879,600,0,105,4,17,52,32.0
4880,600,0,105,0,11,51,42.9
4881,600,0,105,4,19,38,32.2
4882,600,0,105,10,15,60,10.7
4883,600,0,105,8,20,40,13.3
4884,600,0,105,2,16,38,46.3
4885,600,0,105,2,15,57,47.2
4886,600,0,105,4,20,47,23.0
4887,600,0,105,9,15,46,30.9
4888,600,0,105,7,20,36,40.9
4889,600,0,105,3,20,37,48.6
4890,600,0,105,4,13,26,34.6
4891,600,0,105,10,14,25,44.9
4892,600,0,105,7,16,36,38.7
4893,600,0,105,7,19,29,6.7
4894,600,0,105,7,11,58,2.5
4895,600,0,105,0,18,22,47.5
4896,600,0,105,8,17,43,32.7
4897,600,0,105,9,17,45,38.8
4898,600,0,105,1,16,29,32.6
4899,600,0,105,3,14,51,19.6
4900,600,0,105,4,12,50,28.4
4901,600,0,105,9,10,38,41.4
4902,600,0,105,9,10,32,15.1
4903,600,0,105,4,12,54,39.1
4904,600,0,105,9,12,26,45.2
4905,600,0,105,1,12,27,43.8
4906,600,0,105,4,18,21,35.3
4907,600,0,105,7,10,47,19.1
4908,600,0,105,6,20,22,19.4
4909,600,0,105,2,17,38,3.8
4910,600,0,105,3,19,30,25.2
4911,600,0,105,0,10,34,20.1
4912,600,0,105,1,16,21,40.4
4913,600,0,105,9,17,24,27.6
4914,600,0,105,4,15,55,24.8
4915,600,0,105,1,14,57,36.5
4916,600,0,105,4,13,49,12.0
4917,600,0,105,2,14,38,40.0
4918,600,0,105,5,16,49,14.1
4919,600,0,105,6,13,30,10.5
4920,600,0,105,0,18,44,26.7
4921,600,0,105,0,17,56,16.8
4922,600,0,105,0,15,58,28.8
4923,600,0,105,9,10,46,31.5
4924,600,0,105,8,11,48,24.3
4925,600,0,105,9,19,43,19.7
4926,600,0,105,4,20,24,27.4
4927,600,0,105,1,16,26,9.4
4928,600,0,105,9,12,32,16.5
4929,600,0,105,9,14,55,30.8
4930,600,0,105,6,15,57,43.6
4931,600,0,105,4,16,43,49.9
4932,600,0,105,2,17,25,33.7
4933,600,0,105,6,18,27,32.6
4934,600,0,105,8,11,23,37.9
4935,600,0,105,7,15,50,40.0
4936,600,0,105,0,20,55,22.0
4937,600,0,105,9,16,56,32.6
4938,600,0,105,10,15,39,43.3
4939,600,0,105,8,14,29,45.4
4940,600,0,105,4,12,37,33.2
4941,600,0,105,10,14,51,5.0
4942,600,0,105,3,16,57,37.9
4943,600,0,105,6,16,55,48.4
4944,600,0,105,3,16,59,8.8
4945,600,0,105,7,20,45,16.9
4946,600,0,105,1,20,47,22.7
4947,600,0,105,8,10,33,46.0
4948,600,0,105,9,13,52,24.9
4949,600,0,105,0,10,32,34.6
4950,600,0,105,0,18,58,41.0
4951,600,0,105,8,17,42,4.0
4952,600,0,105,8,18,40,4.0
4953,600,0,105,2,17,20,34.2
4954,600,0,105,2,11,58,4.8
4955,600,0,105,3,19,54,11.3
4956,600,0,105,7,14,22,33.7
4957,600,0,105,2,17,27,48.7
4958,600,0,105,10,12,42,47.0
4959,600,0,105,2,10,29,16.1
4960,600,0,105,3,15,22,35.2
4961,600,0,105,3,14,42,20.3
4962,600,0,105,7,11,22,22.2
4963,600,0,105,2,18,35,7.9
4964,600,0,105,5,10,32,22.4
4965,600,0,105,5,10,30,39.0
4966,600,0,105,4,20,45,32.4
4967,600,0,105,6,15,26,43.5
4968,600,0,105,1,12,33,13.2
4969,600,0,105,3,12,59,16.0
4970,600,0,105,4,10,47,48.4
4971,600,0,105,9,11,43,30.9
4972,600,0,105,4,14,34,21.6
4973,600,0,105,8,13,40,26.7
4974,600,0,105,4,18,31,9.1
4975,600,0,105,1,11,38,35.1
4976,600,0,105,7,17,37,31.7
4977,600,0,105,5,13,25,41.4
4978,600,0,105,0,19,37,25.8
4979,600,0,105,0,13,49,5.1
4980,600,0,105,10,12,44,18.6
4981,600,0,105,4,13,51,10.0
4982,600,0,105,4,20,30,12.9
4983,600,0,105,3,20,39,21.3
4984,600,0,105,3,18,37,42.2
4985,600,0,105,2,16,42,10.6
4986,600,0,105,8,20,29,48.6
4987,600,0,105,4,10,52,33.4
4988,600,0,105,5,20,28,26.7
4989,600,0,105,7,16,38,25.1
4990,600,0,105,7,10,45,40.8
4991,600,0,105,9,10,30,16.0
4992,600,0,105,10,14,47,36.9
4993,600,0,105,6,14,20,17.9
4994,600,0,105,5,13,26,15.0
4995,600,0,105,8,18,51,24.1
4996,600,0,105,4,19,25,42.8
4997,600,0,105,6,10,56,32.7
4998,600,0,105,3,20,27,19.1
4999,600,0,105,0,17,38,4.7
